"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期","核准解散日期"
"1","01455464","真太有限公司","臺北市大安區光復南路180巷8號3樓","","5000000","0740809","1030813"
"2","04258847","東會有限公司","臺北市中山區中山北路3段27號7樓705室","","5000000","0650116","1030811"
"3","04263969","明園企業有限公司","臺北市中正區中華路2段75巷1弄7號","","5000000","0650330","1030815"
"4","04409970","榮建測量製圖顧問有限公司","臺北市中正區羅斯福路3段100號3樓之15","","10000000","0630326","1030819"
"5","04426350","首席企業有限公司","臺北市中山區長春路348-4號7樓","","5000000","0630814","1030829"
"6","04462192","堡城有限公司","臺北市中山區民族東路512巷1號1樓","","10000000","0640926","1030805"
"7","04506023","朝代金銀珠寶有限公司","臺北市中山區伊通街103號1樓","","1000000","0690331","1030813"
"8","04624680","文民花紙裝潢有限公司","臺北市信義區光復南路505號9樓之1","","10000000","0640318","1030807"
"9","05003815","鹿鳴樂器有限公司","臺北市中正區金門街15之3號3樓","","2000000","0680510","1030804"
"10","05069962","瑞恆企業有限公司","臺北市中正區八德路1段82巷1號1樓","","8000000","0690430","1030821"
"11","05099591","茗陽企業有限公司","臺北市中正區中華路2段75巷1弄7號","","12000000","0701005","1030815"
"12","05503467","奇良紡織工業股份有限公司","臺北市文山區萬盛街166巷6號1樓","","3000000","0730407","1030804"
"13","06384572","冠翔印刷股份有限公司","臺南市中西區光賢里一七鄰武聖路一五一巷五○弄二二號","","5000000","0741008","1030731"
"14","07619008","鑫泉瓦斯用品工業股份有限公司","臺北市大安區基隆路2段230號7樓之1","","15000000","0670504","1030806"
"15","07639715","佳俐交通有限公司","臺北市萬華區環河南路2段250巷33弄9號1樓","","3000000","0671218","1030818"
"16","07705159","村穗企業股份有限公司","新北市林口區林口路187巷36號3樓","","5000000","0720309","1030829"
"17","12205817","鼎昌染化工業有限公司","臺北市大安區忠孝東路4段162號10樓之1","","9000000","0671114","1030825"
"18","12225617","上洋自動機器股份有限公司","","","0","0680504","1030825"
"19","12358854","金彩色攝影冲印有限公司","臺北市中山區農安街35之2號1樓","","1000000","0701123","1030805"
"20","12393775","大盈廣告有限公司","臺北市中山區渭水路42號","","5000000","0710803","1030819"
"21","12414482","大山園藝事業有限公司","高雄市鼓山區鼓波街31號","","12000000","0711208","1030811"
"22","12452611","忠郭有限公司","臺北市中山區五常街89巷7號1樓","","3000000","0720728","1030822"
"23","12456139","超煌貿易股份有限公司","臺北市中山區長安東路2段169之12號9樓Ｄ室","","8000000","0720902","1030827"
"24","12492276","協征實業股份有限公司","新北市板橋區三民路2段153巷9號1樓","","12000000","0730424","1030827"
"25","12522742","演青國際股份有限公司","新北市汐止區忠三街9巷16號","","3100000","0731008","1030804"
"26","12529745","百胤興業有限公司","臺北市中山區農安街257號2樓","","5000000","0731129","1030805"
"27","12605308","維邦投資股份有限公司","臺中市南區美村路二段一八六號七樓之二","","7500000","0890825","1030805"
"28","12622622","毅桐機械工程有限公司","桃園縣八德市廣福路九六二號","","500000","0890925","1030813"
"29","12630524","安育營造股份有限公司","臺南市新營區中營里新進路27號2樓","","15000000","0891006","1030814"
"30","12634394","宇新企業有限公司","新北市永和區福和路一九巷六弄一號四樓","","500000","0891016","1030827"
"31","12641000","馳元科技股份有限公司","臺北市松山區復興南路1段27號4樓之3 ","","33440200","0891024","1030822"
"32","12650513","歡樂資源國際股份有限公司","臺北市中山區民權東路2段158號1樓","","1000000","0890927","1030806"
"33","12652836","全品國際股份有限公司","臺北市內湖區成功路4段52號8樓","","5000000","0891003","1030805"
"34","12657375","東風整合行銷股份有限公司","臺北市中正區八德路1段23號3樓之1","","1200000","0891020","1030826"
"35","12659535","超然國際商貿有限公司","臺北市信義區忠孝東路5段482號8樓","","3000000","0891026","1030807"
"36","12669528","華宇股份有限公司","臺北市大同區南京西路113號3樓","","3000000","0891202","1030812"
"37","12673754","名昇環工有限公司","桃園縣大園鄉五權村7鄰下埔63-42號1樓","","5000000","0891215","1030811"
"38","12674212","立天世紀數位行銷有限公司","臺北市內湖區康寧路1段136號","","5000000","0891218","1030825"
"39","12682352","台灣產榮股份有限公司","臺北市信義區忠孝東路5段510號23樓之3","","2000000","0900130","1030820"
"40","12682992","易添富實業有限公司","桃園縣蘆竹市南順八街66號1樓","","1500000","0900131","1030822"
"41","12698848","寶鴻旅行社有限公司","臺南市中西區成功路457號9樓之1","","8000000","0900329","1030821"
"42","12745878","國傑企業有限公司","新北市永和區得和路80號2樓","","2000000","0900209","1030821"
"43","12787243","鼎旺國際事業股份有限公司","臺北市中正區中華路2段75巷13號","","15000000","0900419","1030805"
"44","12796192","順洲電子有限公司","桃園縣蘆竹市蘆竹村南崁路二段四五九號一樓","","2500000","0900504","1030827"
"45","12804411","五寰國際開發有限公司","苗栗縣頭份鎮興隆里花園五街2號1樓","","2320000","0900516","1030804"
"46","12805333","佰瑩國際有限公司","臺南市永康區永大路二段1129號15樓之1　","","5001000","0900518","1030804"
"47","12808140","沂成科技有限公司","新北市樹林區三俊街48巷9弄9號","","500000","0900523","1030819"
"48","12811406","合環實業股份有限公司","新北市新店區寶福里中興路2段231號2樓","","2000000","0900529","1030815"
"49","12821283","啟鉅水電工程有限公司","臺中市大里區內新里益民路一段一一二巷三六號一樓","","1000000","0900614","1030811"
"50","12821312","萬樣鋼模有限公司","臺中市太平區德隆里光德路23號","","10000000","0900614","1030804"
"51","12831590","洽暐實業有限公司","臺中市大雅區大雅里學府路四○三巷五四號一樓　","","1000000","0900704","1030811"
"52","12844357","韋啟實業有限公司","臺中市南屯區大同里大墩五街一八七號一樓","","1000000","0900727","1030825"
"53","12862559","威京貿易有限公司","臺北市萬華區中華路2段484巷10號1樓","","500000","0900510","1030805"
"54","12893981","宏治有限公司","臺中市北屯區平德里文昌二街四一號一樓","","3010000","0900903","1030811"
"55","12900028","御禾田食品有限公司","高雄市大寮區山頂里青峰街四十五號","","1000000","0900914","1030827"
"56","12901005","永勝吉有限公司","桃園縣八德市溪墘2之28號1樓","","5000000","0900919","1030812"
"57","12912220","陽光鐘錶股份有限公司","新竹縣竹北市中正東路253號1樓","","4000000","0901015","1030828"
"58","12916909","麗合洋人力資源有限公司","臺中市西區吉龍里五權五街151號4樓之4","","5000000","0901023","1030821"
"59","12954038","綠景國際股份有限公司","臺北市大安區光復南路240巷45號2樓","","1000000","0901018","1030801"
"60","12970706","協佑國際有限公司","臺北市松山區民生東路5段198號17樓之12","","500000","0901221","1030820"
"61","12972710","閎暄實業有限公司","桃園縣平鎮市文化街八巷三號一樓","","2000000","0901228","1030821"
"62","12980937","松頂起重有限公司","基隆市七堵區八德里大華一路69號","","500000","0910124","1030814"
"63","12985530","翔驥有限公司","桃園縣蘆竹市富宏街183號","","500000","0901203","1030828"
"64","12987609","上騏科技股份有限公司","新北市新莊區信義里思源路331號8樓之2","","15200000","0901205","1030821"
"65","13028488","台灣三青國際有限公司","桃園縣桃園市中寧里大興西路二段二六之四號一四樓","","1000000","0910215","1030807"
"66","13061633","李佳鴻科技多媒體有限公司","屏東縣屏東市大埔里忠孝路一號","","2000000","0910408","1030805"
"67","13068615","上村實業股份有限公司","","","0","0910416","1030822"
"68","13081700","天銨國際有限公司","新北市新莊區五工五路9號5樓","嚴緯哲","14100000","0910125","1030811"
"69","13087866","恩洋科技有限公司","臺北市中山區復興北路174號11樓之1","","1000000","0910218","1030807"
"70","13098863","美惟思國際有限公司","桃園縣桃園市大同西路75巷6號4樓","","5000000","0910328","1030805"
"71","13106364","鼎興投資股份有限公司","臺北市大安區信義路2段230號9樓之6","","15000000","0910418","1030808"
"72","13119662","愛因生物科技股份有限公司","新北市淡水區民生里3鄰大同路120巷6號2樓","","6000000","0910521","1030829"
"73","13126143","光明科學儀器有限公司","臺北市文山區興隆路2段95巷5之3號地下1樓","","500000","0910607","1030801"
"74","13157102","崑策工程有限公司","高雄市三民區澄照街52之1號8樓","","5000000","0901005","1030822"
"75","13166926","宏權國際通運有限公司","高雄市苓雅區四維四路172之7號3樓之2","","7500000","0910305","1030822"
"76","13167018","錦進鴻漁業股份有限公司","高雄市前鎮區后平路８０號２樓之２","","15000000","0910305","1030827"
"77","13179632","巨達起重工程有限公司","高雄市小港區高坪22路22號1樓","","3000000","0910715","1030829"
"78","14011507","百洋國際股份有限公司","臺南市佳里區東寧里和平街61號1樓","","21000000","0640304","1030811"
"79","14014722","唯一體育企業股份有限公司","臺北市大同區西寧北路132號2樓","","33375000","0630521","1030805"
"80","14023779","路昇企業有限公司","臺北市大安區仁愛路3段28號9樓之2","","5000000","0640519","1030821"
"81","16001357","冠元俊金屬工業有限公司","高雄市岡山區台上里大仁路95號","","5000000","0860513","1030808"
"82","16003708","翰尼家具有限公司","新北市板橋區大仁街十一之一號","","5000000","0861104","1030827"
"83","16029518","東峻通運有限公司","宜蘭縣冬山鄉太和村太和路110巷2弄3號1樓","","25000000","0860610","1030827"
"84","16044291","慶鐽企業有限公司","臺中市南屯區東興路二段219號1樓","","600000","0860623","1030828"
"85","16054945","聯隆建設有限公司","新北市八里區龍源里頂寮一街55號","","25000000","0860703","1030829"
"86","16093200","台灣勝達興實業股份有限公司","臺北市松山區敦化南路1段2號8樓","","906171470","0860920","1030806"
"87","16125646","宏樽國際通運有限公司","高雄市苓雅區四維四路172之7號3樓之2","","7500000","0870123","1030822"
"88","16148752","聯茂投資股份有限公司","","","0","0860821","1030808"
"89","16190456","金鑫房屋仲介有限公司","苗栗縣竹南鎮大厝里環市路一段213號1樓","","1000000","0860808","1030826"
"90","16208420","勇德企業有限公司","新北市中和區建康路254號2樓","","5000000","0860829","1030808"
"91","16210002","均源室內裝修設計工程有限公司","新北市新店區中興路三段二九四號二樓","","5000000","0860830","1030827"
"92","16223885","長和針織有限公司","桃園縣蘆竹市長興村長興路四段六五號","","5000000","0860920","1030828"
"93","16242073","鼎琦國際企業有限公司","新北市永和區厚德街三十號五樓","","3000000","0861013","1030811"
"94","16266151","同人開發科技有限公司","花蓮縣花蓮市主力里榮正街78巷3之13號3樓","","5000000","0861111","1030819"
"95","16293559","研廣科技股份有限公司","","","0","0861227","1030813"
"96","16296107","恒玖建設有限公司","臺北市中山區中山北路3段53之5號8樓","","1000000","0870107","1030811"
"97","16299667","瑞贏經濟管理顧問股份有限公司","臺北市中正區衡陽路51號10樓之6","","6500000","0870120","1030811"
"98","16335116","勝煌紙品有限公司","新北市中和區連城路三一九巷十四弄一號一樓","","1000000","0861205","1030819"
"99","16387176","威信環保工程有限公司","新北市板橋區僑中三街三三︱二號","","5000000","0870223","1030811"
"100","16392164","李記太陽堂有限公司","臺中市神岡區大社里十四鄰大漢街五三巷18號","","1000000","0870302","1030818"
"101","16398723","多芫有限公司","新北市新店區民權路一○一之一號三樓","","2000000","0870310","1030812"
"102","16404507","萬豐起重工程有限公司","新北市汐止區中正路161巷1弄1號1樓","","1000000","0870318","1030813"
"103","16423482","安德森開發股份有限公司","新北市林口區南勢里忠孝路三九九巷四三之一號","","3000000","0870410","1030801"
"104","16430408","七茂有限公司","雲林縣斗六市忠孝里大同路233號1樓","","500000","0870418","1030820"
"105","16469584","南高翼起重工程有限公司","高雄市鹽埕區大智路27號","","1000000","0871020","1030818"
"106","16470626","艾利美企業股份有限公司","高雄市仁武區竹後里鳳仁路287-48號 ","","17000000","0871102","1030804"
"107","16475495","聿達科技有限公司","高雄市三民區本和里大和街71號1樓","","5000000","0880113","1030818"
"108","16516904","國統加油站股份有限公司","雲林縣斗六市大學路一段二八號","","10000000","0870603","1030812"
"109","16531974","鎮營砂石開發股份有限公司","臺中市東勢區粵寧里東蘭路十八之四號","","10000000","0870622","1030805"
"110","16547379","允隆電器有限公司","嘉義縣布袋鎮東港里埔仔厝一九號","","1000000","0870713","1030819"
"111","16593401","鼎漢實業股份有限公司","臺北市信義區松山路130號5樓","","52450000","0870605","1030811"
"112","16594703","魔色天空廣告事業有限公司","新北市汐止區大同里大同路2段236號19樓之2","","1500000","0870610","1030829"
"113","16646081","資倡科技有限公司","高雄市鳥松區仁美里美山路36巷1之23號","","500000","0870902","1030826"
"114","16655124","諄豐汽車有限公司","臺中市南屯區豐樂里文心南路４７０之１號","","2000000","0870914","1030818"
