"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期","核准解散日期"
"1","00100372","有光電器股份有限公司","基隆市義二路七八號","","2000000","0580429","1030708"
"2","00695923","林記理貨有限公司","基隆市中正區義一路87號9樓之1","","500000","0670126","1030724"
"3","01193899","海聯有限公司","臺北市中正區松江路363號2樓","","5000000","0741218","1030708"
"4","02633656","林豐工藝有限公司","桃園縣八德市仁和街四一巷五三弄一三號","","5000000","0741231","1030709"
"5","03105909","天輪化工股份有限公司","臺北市大安區仁愛路3段18之1號地下樓","","30000000","0470606","1030710"
"6","03506806","僑心纖維股份有限公司","臺北市中正區鎮江街3之1號6樓","","29000000","0530510","1030702"
"7","04311575","台英實業有限公司","臺北市大同區延平北路1段40號","","1000000","0631120","1030702"
"8","04493667","輝鎮汽車材料有限公司","臺北市大同區赤峯街49巷25號1樓","","1000000","0690509","1030731"
"9","04645518","展誼實業有限公司","臺北市中山區徐州路18巷30號1樓","","2000000","0651001","1030717"
"10","04738403","大里實業有限公司","臺北市大安區光復南路420巷11號1樓","","20000000","0640924","1030702"
"11","04765484","大駿企業有限公司","臺北市內湖區內湖路2段103巷58號7樓","","4000000","0750730","1030709"
"12","04769019","東儀股份有限公司","臺北市中山區德惠街32號3樓之2","","5000000","0640311","1030725"
"13","04793088","固德電子精密股份有限公司","新竹市埔頂里埔頂路99巷21號","","10000000","0671002","1030711"
"14","04804803","慶利製版印刷有限公司","臺北市南港區成功路1段9號4樓","","3000000","0690415","1030711"
"15","05072973","名揚企業有限公司","臺北市萬華區開封街2段81號2樓之3","","2000000","0690623","1030722"
"16","05110744","群磊廣告企業有限公司","臺北市信義區信義路5段150巷401弄2之1號6樓","","8000000","0710531","1030730"
"17","05136955","人煜企業有限公司","臺北市大安區忠孝東路3段217巷3弄22號1樓","","12000500","0720728","1030707"
"18","06036899","頂立製帽有限公司","臺中市南區南門里忠明南路1288巷10號","","5000000","0741213","1030724"
"19","06281739","台倫紙器股份有限公司","嘉義縣民雄鄉北斗村中山路40號","","30000000","0740606","1030715"
"20","07312008","協豐國際股份有限公司","臺北市信義區基隆路1段178號12樓","","60000000","0691010","1030722"
"21","07622221","鴻記建設有限公司","臺北市大同區甘谷街31號","","125000000","0670704","1030717"
"22","07627963","綿億企業股份有限公司","臺北市中山區松江路283號5樓","","8000000","0671021","1030711"
"23","07642021","源竣五金有限公司","臺北市大同區承德路3段301巷16號1樓","","5000000","0680827","1030729"
"24","07995663","耐力塗料股份有限公司","高雄市前鎮區中山二路91號12樓之3","","14000000","0730706","1030709"
"25","09417801","高聚企業股份有限公司","臺北市大安區復興南路1段103號5樓之7","","5000000","0720720","1030725"
"26","09431959","中貫企業有限公司","新北市永和區得和路四五巷十六弄二號三樓","","1000000","0730106","1030711"
"27","11774500","廉記有限公司","臺北市大安區信義路3段157巷8號4樓","","2000000","0560310","1030730"
"28","11845224","遠伸實業股份有限公司","臺北市內湖區洲子街88號7樓之1","","22000000","0630822","1030718"
"29","12204182","昇緯有限公司","臺北市士林區克強路7號3樓","","5000000","0671205","1030721"
"30","12206935","崇統企業有限公司","臺北市大安區樂和路28巷2號2樓","","5000000","0671222","1030729"
"31","12243312","康廷設計有限公司","臺中市北屯區和祥街210號1樓","","9000000","0680817","1030630"
"32","12295161","詹寶行有限公司","臺北市大同區承德路2段81號11樓之6","","5000000","0690912","1030721"
"33","12311872","益全有限公司","臺北市中山區長安東路1段2之1號2樓","","3000000","0700113","1030731"
"34","12386063","協進紙器股份有限公司","臺北市中山區新生北路3段43號6樓之1","","2000000","0670311","1030709"
"35","12450965","盟田有限公司","臺北市中山區天津街62號6樓","","3000000","0720723","1030731"
"36","12468016","得路有限公司","臺北市中正區新生南路1段138號5樓之1","","5000000","0721121","1030716"
"37","12543937","儂展企業有限公司","新北市永和區永元路38號4樓","","5000000","0740311","1030704"
"38","12607277","九冠科技股份有限公司","新北市鶯歌區中山路329巷39號1樓","","20000000","0890829","1030721"
"39","12611414","吉佳建設股份有限公司","新竹縣竹北市斗崙里21鄰縣政十六街34號","","17500000","0890904","1030722"
"40","12621200","載鑫資訊有限公司","新北市新莊區五工二路八六巷二六號","","1000000","0890921","1030722"
"41","12686961","立得印刷設計有限公司","新北市中和區中正路八八０號八樓之三","","2000000","0900215","1030701"
"42","12712308","金鈜有限公司","新北市板橋區僑中一街一○二巷七弄一七號一樓","","1000000","0891130","1030716"
"43","12725583","晟安鋼模有限公司","新北市三重區田安里中山路117號13樓","","1000000","0891221","1030722"
"44","12727560","禮園實業有限公司","新北市新莊區中港路238巷3弄2號1樓","","1000000","0891226","1030724"
"45","12749488","集願樹創意行銷有限公司","臺中市北屯區水景里水景街122號1樓","","2000000","0900216","1030724"
"46","12778618","動勵電機有限公司","新北市三重區仁興街56巷25號","","8000000","0900406","1030715"
"47","12817078","台儀科技有限公司","臺中市西區華美街４１０號２樓之１","","5000000","0900607","1030703"
"48","12837975","瀚眾資訊有限公司","新北市永和區福和路389號10樓之1","","5000000","0900717","1030630"
"49","12847426","光君精密股份有限公司","桃園縣中壢市環北路四○○號十七樓之二","","5000000","0900803","1030715"
"50","12855298","創快住宅股份有限公司","新北市汐止區汐萬路2段228巷31弄28號4樓","","1000000","0900419","1030718"
"51","12857660","興庚藥業有限公司","臺北市松山區健康路288號2樓","","5000000","0900425","1030721"
