"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期","核准解散日期"
"127","22075314","基照五金企業有限公司","新竹市東山里食品路一三四巷六六號　　","","5000000","0750301","1040303"
"128","22138556","穎龍企業有限公司","嘉義市東區新店里義教街124號1樓","","5000000","0750528","1040317"
"129","22224433","永鉦塑膠興業股份有限公司","","","0","0750715","1040306"
"130","22256928","耕弘機械工程有限公司","高雄市新興區七賢1路216號7樓之6","","2000000","0751110","1040317"
"131","22275919","萬立電子有限公司","桃園市八德區茄苳里永興街18之6號","","2000000","0750923","1040306"
"132","22276662","運通自動控制有限公司","桃園市桃園區龍山里龍壽街81巷12弄5號","","14000000","0750924","1040316"
"133","22297548","自然美彩色沖印有限公司","新北市三重區中正北路二一四號","","1000000","0751110","1040305"
"134","22313646","祿曜實業股份有限公司","高雄市苓雅區自強三路3號26樓之9","","18000000","0751213","1040331"
"135","22331530","長門實業股份有限公司","新北市三峽區大仁路三十四巷十三號一樓","","2000000","0751113","1040316"
"136","22362060","華智數位股份有限公司","臺中市西區公館里三民西路191號1樓","","8500000","0760214","1040327"
"137","22397856","巨光包裝材料有限公司","臺中市東區振興里立德街180號1樓","","1000000","0760226","1040318"
"138","22453060","安賓企業有限公司","新北市新莊區福興里五權一路5號之1","","5000000","0760513","1040318"
"139","22476042","佳發有限公司","新北市中和區中山路3段114巷15號2樓","","1000000","0760410","1040317"
"140","22484161","崇吉企業有限公司","高雄市鳳山區瑞隆東路一七一號","","1000000","0760422","1040326"
"141","22493529","鴻倫實業有限公司","新北市板橋區雙十路2段47巷1號1樓","","1000000","0760507","1040327"
"142","22506518","穎億紙器有限公司","臺南市東區東門路三段179巷153弄33號","","1000000","0760527","1040311"
"143","22560694","龍緗企業有限公司","桃園市平鎮區南勢里南東路十鄰一號","","5000000","0760710","1040326"
"144","22570742","銘淇精機股份有限公司","新北市三重區中興南街六八巷一○弄一一號","","1000000","0760728","1040317"
"145","22594884","明奇精密工業有限公司","新北市五股區四維路129號4樓","","2000000","0760909","1040304"
"146","22629568","瑞嘉實業有限公司","臺北市大安區羅斯福路3段125號4樓之2","","10000000","0760824","1040331"
"147","22659062","元家建設股份有限公司","臺北市萬華區和平西路3段261之7號1樓","","120000000","0760815","1040324"
"148","22677890","銘乙企業有限公司","臺中市大里區內新里新義路一六六號","","5000000","0761104","1040305"
"149","22688382","金山國際開發有限公司","桃園市平鎮區新富五街５５號１３樓","","5000000","0761126","1040326"
"150","22825908","興茂工程有限公司","高雄市小港區漢民路188巷3弄33號","","12000000","0770513","1040310"
"151","22865252","怡誠股份有限公司","新北市三重區光復路一段142號5樓","","5000000","0770409","1040318"
"152","22935692","恒笙企業股份有限公司","臺中市西屯區協和里工業區四十路30號","","10000000","0770601","1040318"
"153","22950567","旋道門有限公司","桃園市桃園區桃園市福林里陽明八街一○號","","1000000","0770622","1040319"
"154","22963009","德璟實業有限公司","新竹縣竹北市東平里高鐵二路158巷10號1樓","","1200000","0770701","1040331"
"155","22980719","祺龍工業股份有限公司","臺中市西屯區文心路3段138之12號1樓","","10000000","0770801","1040306"
"156","22998957","太閣彩色印刷有限公司","臺中市西屯區台中港路二段202巷27號","","5000000","0770829","1040303"
"157","23014792","三門金屬有限公司","臺北市內湖區新明路321巷10弄9號1樓","","5000000","0770701","1040320"
"158","23028120","喜普有限公司","臺北市中正區重慶南路2段21號7樓之1","","8000000","0770730","1040302"
"159","23057139","佳鑫金銀珠寶有限公司","臺北市中正區沅陵街3號1樓","","1000000","0771007","1040305"
"160","23069888","新楓港加油站股份有限公司","屏東縣枋山鄉楓港村舊庄路142號","","3000000","0771001","1040303"
"161","23093613","坤銳貿易股份有限公司","臺中市西區昇平里昇平街60號1樓","","5000000","0771114","1040309"
"162","23099638","勝興電話器材有限公司","苗栗縣銅鑼鄉銅鑼村永樂路二之四號","","1000000","0771124","1040310"
"163","23102232","福來通信有限公司","新北市淡水區原德路90號3樓","","3000000","0771129","1040324"
"164","23140931","技通有限公司","新北市中和區連勝街14之4號","","15000000","0771215","1040309"
"165","23167847","台灣東洋油墨股份有限公司","","","0","0771215","1040226"
"166","23172216","龍祥汽車材料有限公司","新北市新莊區中正路457巷23號","","1000000","0771221","1040303"
"167","23185227","太鵬企業有限公司","臺南市佳里區六安里佳北路69巷25號1樓","","3000000","0780117","1040326"
"168","23192402","真成金屬企業股份有限公司","臺中市豐原區西湳里三豐路799巷96號","","5000000","0780127","1040320"
"169","23203702","朝楠汽車有限公司","新北市三重區六合里自強路2段特76號","","5000000","0780224","1040305"
"170","23206095","冬財企業有限公司","新北市板橋區觀光街57巷15弄18號1樓","","2000000","0780301","1040318"
"171","23223334","先群貿易股份有限公司","屏東縣屏東市華山里自由路292號","","25000000","0780304","1040305"
"172","23231947","京利企業有限公司","新北市三重區中興北街五四︱廿號","","5000000","0780328","1040318"
"173","23456229","正賀工程顧問有限公司","臺北市大安區大安路2段132巷35弄5號1樓","","5000000","0780927","1040309"
"174","23505328","中容倉儲貿易股份有限公司","高雄市前金區中正四路211號21樓之6","","6000000","0781016","1040316"
"175","23509838","協源紙器有限公司","彰化縣社頭鄉廣興村廣興巷1之28號","","1000000","0781024","1040319"
"176","23510737","林頓有限公司","臺中市大里區立德里立中二街10號一樓","","5000000","0781026","1040305"
"177","23535189","國信建設股份有限公司","桃園市桃園區西湖里三民路3段150-6號","","7720000","0790119","1040313"
"178","23552172","密思柔有限公司","新竹縣湖口鄉中正路二段196號4樓","","5280000","0781229","1040317"
"179","23609506","中華職棒事業股份有限公司","臺北市松山區八德路3段32號2樓","","42000000","0790109","1040309"
"180","23622542","廷洋興業有限公司","臺北市中山區林森北路67巷46號6樓","","5000000","0790221","1040317"
"181","23723915","東龍車業有限公司","臺北市萬華區東園街133號1樓","","2200000","0790328","1040326"
"182","23740668","鼎運興業有限公司","臺北市大安區杭州南路2段65巷44號1樓","","5000000","0790507","1040325"
"183","23753255","馮總通信有限公司","新北市新店區吉祥街７巷２８號１樓","","5000000","0790606","1040311"
"184","23782028","協禾電子股份有限公司","桃園市蘆竹區羊稠里愛山街8號2樓","","29000000","0790607","1040319"
"185","23812775","湧立化學工業有限公司","臺南市佳里區建南里成功路202巷2弄24號1樓","","5000000","0790721","1040324"
"186","23819550","易俊工業有限公司","彰化縣鹿港鎮草中里鹿草路4段288號","","5000000","0790801","1040312"
"187","23838682","桓緯實業有限公司","新北市汐止區連峰街五巷六號三樓","","2000000","0790822","1040326"
"188","23900968","平奇企業有限公司","臺北市內湖區內湖路1段391號1樓","","1000000","0790924","1040316"
"189","23960992","廣威工程有限公司","臺北市文山區忠順街1段26巷12弄1號","","5000000","0800102","1040320"
"190","23962149","崴碁企業有限公司","新竹縣湖口鄉鳳凰村興安街19號","","6100000","0800103","1040303"
"191","23970865","鉅星企業有限公司","臺中市潭子區栗林里中山路三段202巷17之2號","","5000000","0800117","1040302"
