"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期","核准解散日期"
1,"00819488","又三重機械有限公司","基隆市暖暖區過港路10巷32號","",2600000,"0690718","1020412"
2,"01188072","宜成化工股份有限公司","臺北市中山區南京東路2段2號8樓","",5000000,"0741102","1020423"
3,"01510902","二馬力設計工程有限公司","臺北市信義區松山路500號4樓之8","",8000000,"0740913","1020423"
4,"01515688","元魁實業有限公司","臺北市中山區雙城街10巷13號6樓之4","",10000000,"0741029","1020418"
5,"04292090","三信織針企業有限公司","臺北市大同區錦西街85之1號1樓","",1000000,"0621002","1020419"
6,"04354813","台蜂企業有限公司","臺北市大同區延平北路3段79之1號1樓","王海松",1000000,"0660112","1020429"
7,"04495834","和倉有限公司","臺北市士林區劍潭路13號3樓","",6000000,"0691002","1020424"
8,"04680161","筍山水電工程有限公司","臺北市松山區南京東路4段179巷3弄7號","",10000000,"0601110","1020430"
9,"04818671","高獎企業有限公司","臺北市內湖區江南街18號1樓","",5000000,"0701015","1020425"
10,"04941068","家里福企業有限公司","臺北市中正區新生南路1段128號5樓","",6000000,"0630712","1020416"
11,"05010484","上倫實業股份有限公司","臺北市中正區重慶南路3段40號7樓","",5000000,"0681022","1020424"
12,"05024918","毓勝股份有限公司","臺北市信義區忠孝東路4段553巷26號1樓","",2000000,"0691231","1020425"
13,"06725945","盟芳塑膠企業有限公司","高雄市三民區民族一路373巷38號","",5000000,"0740508","1020416"
14,"07151805","光陽五金有限公司","臺北市松山區復興北路499巷2弄10號1樓","",1500000,"0570521","1020429"
15,"09416710","貿協股份有限公司","苗栗縣銅鑼鄉朝陽村四鄰朝北四十五號","",44000000,"0720224","1020411"
16,"09449775","曜燦企業有限公司","臺北市大安區和平東路1段182號10樓","",5000000,"0730613","1020415"
17,"09450028","威台有限公司","臺北市大安區仁愛路4段112巷3弄2號2樓","",5000000,"0730725","1020424"
18,"09471213","誠廣實業股份有限公司","臺北市中正區信義路2段247號5樓","",10000000,"0740301","1020402"
19,"09472395","創意工法廣告有限公司","臺北市萬華區環河南路1段63號4樓之1","",1200000,"0740325","1020417"
20,"12153584","可麗柔有限公司","臺北市中山區中山北路2段81之4號2、3樓","",5000000,"0661231","1020422"
21,"12153819","帥帥企業有限公司","臺北市中山區復興北路38號4樓","",10000000,"0670109","1020415"
22,"12203070","錦統企業股份有限公司","臺北市松山區復興北路57號6樓之1","",10000000,"0671129","1020402"
23,"12205892","萬國翻譯社有限公司","臺北市中山區新生北路3段74號10樓","",1000000,"0691206","1020417"
24,"12239470","崇暐實業股份有限公司","臺北市松山區南京東路4段52巷4號12樓","",199900000,"0680813","1020418"
25,"12301071","禧憙企業有限公司","臺北市北投區清江路91巷25弄4號3樓","",5000000,"0691003","1020424"
26,"12355961","宗尉企業有限公司","臺北市中山區吉林路24號6樓之1","",2000000,"0701104","1020418"
27,"12433208","雍龍實業有限公司","臺南市育德路一一六號","",5000000,"0720414","1020422"
28,"12520028","達元股份有限公司","臺北市中正區金門街24巷16之1號1樓","李廷濬",6000000,"0730917","1020418"
29,"12520619","經津國際股份有限公司","臺北市松山區民生東路5段173號10樓之1","",10000000,"0730926","1020401"
30,"12601513","均強貿易有限公司","臺中市北屯區平和里安順東三街二四號一樓","",3000000,"0890818","1020409"
31,"12603603","杰朋有限公司","新北市板橋區龍泉街57號","",1000000,"0890821","1020426"
32,"12604779","巨能國際廣告有限公司","苗栗縣頭份鎮大同路1號2樓","",500000,"0890824","1020403"
33,"12647095","匯郢企業有限公司","臺中市后里區新興街十八號","",5000000,"0891103","1020419"
34,"12648496","伯建工程企業有限公司","臺南市安南區頂安里北安路三段三九六巷一八號一樓　","",1000000,"0891106","1020409"
35,"12664066","篤成實業有限公司","臺北市松山區南京東路5段23巷9弄7號1樓","",3000000,"0891113","1020430"
36,"12677597","優系思科技股份有限公司","新北市蘆洲區集賢路222-5號3樓","",20405530,"0900102","1020426"
37,"12719941","米諾亞股份有限公司","桃園縣八德市大發里和平路７７２巷３號","",20000000,"0891213","1020412"
38,"12756327","金達旅行社有限公司","高雄市鳳山區中泰街47巷36號1樓","",9000000,"0900301","1020402"
39,"12760814","三陳國際貿易有限公司","基隆市七堵區長安街二六八號一樓","",2000000,"0900308","1020410"
40,"12778700","宏淇育樂有限公司","臺南市北區大仁里北門路2段350號5樓","",5000000,"0900406","1020419"
41,"12799445","宏徫企業有限公司","高雄市大寮區翁園里翁園路52之1號1樓","",1000000,"0900509","1020408"
42,"12804427","日泰廣告有限公司","臺中市南區建國北路1段267號1樓","",5000000,"0900516","1020411"
43,"12830972","恒豐環球有限公司","新北市三重區三和路四段十號三樓","",1000000,"0900703","1020423"
44,"12836075","舒康林企業股份有限公司","","",0,"0900713","1020416"
45,"12852291","鴻雯有限公司","臺北市中山區建國北路3段143號2樓","",500000,"0900409","1020411"
46,"12855543","芃信投資股份有限公司","臺北市松山區敦化南路1段57號3樓之8","",1000000,"0900419","1020411"
47,"12890963","左岸文化事業有限公司","新北市新店區復興里民權路108之3號8樓","",5000000,"0900828","1020402"
48,"12898281","鷹陽公寓大廈管理維護股份有限公司","臺中市南屯區五權西路二段666號9樓之10　","",10000000,"0900911","1020426"
49,"12900723","桃園鐘錶股份有限公司","桃園縣蘆竹鄉錦中村南崁路二四０號一樓","",6500000,"0900919","1020426"
50,"12935379","嘉威國際有限公司","臺北市信義區忠孝東路5段782號3樓","",5000000,"0900803","1020401"
51,"12947591","逵睿有限公司","臺北市中山區雙城街3巷10號1樓","",2000000,"0900925","1020415"
52,"12963901","萬旺寵物用品股份有限公司","臺北市中山區林森北路516號","",6800000,"0901203","1020408"
53,"12968672","汎登財務諮詢顧問有限公司","臺北市中正區忠孝東路1段85號12樓之5","",1000000,"0901217","1020418"
54,"12983553","蘇菲雅麗緻婚紗企業有限公司","桃園縣桃園市文明里復興路251號","",1000000,"0901128","1020412"
55,"12984883","比宏實業有限公司","新北市汐止區環河街78號1樓","",3000000,"0901130","1020424"
56,"13000165","麥子有限公司","臺中市南屯區同心里大墩路151號5樓之6","",3000000,"0901227","1020409"
57,"13014560","艾塔亞有限公司","新北市永和區文化路126巷23弄3號3樓","",1000000,"0910122","1020430"
58,"13027328","畢卡爾國際貿易有限公司","臺中市北屯區水景里軍功路一段298之1號","",1500000,"0910208","1020401"
59,"13035164","大瀚機械有限公司","臺中市梧棲區頂寮里大仁路二段三五三巷六號九樓","",12000000,"0910301","1020419"
60,"13035777","利正開發有限公司","高雄市旗山區太平里樂和街21號1樓","",3000000,"0910304","1020408"
61,"13036706","騏綸企業有限公司","臺南市東區富裕里裕農路五八︱五號","",500000,"0910305","1020417"
62,"13052803","虫二實業有限公司","臺中市南區永和里南和一街2號8樓之1","",1000000,"0910327","1020401"
63,"13055230","建坤工程有限公司","新北市林口區自強八街十七號一樓","",1000000,"0910329","1020401"
64,"13065574","巨力資訊科技有限公司","新北市板橋區重慶里國慶路149巷13弄14號","",1000000,"0910412","1020415"
65,"13065687","碧瑤花園有限公司","新竹縣竹東鎮中興路二段二二五號","",1000000,"0910412","1020410"
66,"13080815","軒亞電腦科技有限公司","桃園縣中壢市至善里龍和3街67號1樓","",1000000,"0910501","1020429"
67,"13084404","太越紡織有限公司","臺北市中山區南京東路2段11號10樓之1","",15000000,"0910201","1020424"
68,"13088703","長泰廢棄物清理有限公司","臺北市士林區社正路87巷7號2樓","",5000000,"0910221","1020426"
69,"13108010","立天科技有限公司","臺北市中山區民權西路35號11樓之2","",1000000,"0910423","1020419"
70,"13116428","昌泰電子科技有限公司","臺北市中正區金山北路1號7樓","",5000000,"0910513","1020426"
71,"13125480","得意科技股份有限公司","臺北市松山區八德路3段200號4樓之2","",5000000,"0910606","1020402"
72,"13157004","鈺鼎新技股份有限公司","新竹縣竹北市竹義里文昌街65號7樓","",1000000,"0901004","1020408"
73,"13157861","祥全興企業有限公司","高雄市苓雅區福隆里宜昌街14號","",5000000,"0901018","1020329"
74,"13174778","利鋼工程有限公司","高雄市鼓山區臨海二路60巷4號1樓","",5000000,"0910522","1020429"
75,"13183333","大展自然市地重劃有限公司","高雄市仁武區仁武里仁德巷12之9號1樓","",20000000,"0910823","1020408"
76,"13193233","金樂金電器有限公司","高雄市楠梓區楠梓路13號","",2000000,"0911213","1020429"
77,"13196288","碁礎科技有限公司","高雄市楠梓區九昌里久昌街82巷15號1樓","",1000000,"0920121","1020408"
78,"14049623","金品景泰藍有限公司","臺北市中山區南京東路3段89巷3弄3號","",5000000,"0641212","1020419"
79,"14082734","昇強企業有限公司","新北市中和區保健路十九巷四弄五之三號四樓","",2000000,"0650811","1020417"
80,"16016302","敦奕印刷有限公司","新北市土城區忠承路22號","",2000000,"0860527","1020401"
81,"16052799","竣杰實業有限公司","臺中市南屯區大興里大墩一街九五巷一六︱一號一樓","",20000000,"0860701","1020423"
82,"16069969","崧宏空間設計有限公司","新北市土城區中央路四段十五號二樓","",5000000,"0860719","1020411"
83,"16087306","達功投資股份有限公司","","",0,"0860715","1020415"
84,"16170682","固鐳特有限公司","臺北市中山區新生北路1段164號4樓","",5000000,"0861024","1020423"
85,"16185502","躍盛防災設備工程有限公司","新北市板橋區江寧路三段八五巷三號一樓","",1000000,"0860802","1020409"
86,"16235496","榮波實業有限公司","桃園縣蘆竹鄉上竹村中華街29號1樓","",3000000,"0861004","1020423"
87,"16251208","福客萊企業有限公司","彰化縣永靖鄉瑚璉村瑚璉路二一七號","",1000000,"0861023","1020429"
88,"16274080","萬事達保險代理人有限公司","臺中市北區金華里1鄰三民路三段380號1樓","",3000000,"0861121","1020417"
89,"16325200","聯網通路科技有限公司","臺北市中山區民權東路3段16號之1、3樓","",5000000,"0870414","1020423"
90,"16334720","旺樹科技股份有限公司","宜蘭縣五結鄉中正路三段二一六號","",25000000,"0861204","1020409"
91,"16350869","健鋼實業有限公司","桃園縣中壢市仁祥里華祥三街21巷27號2樓","",3000000,"0861224","1020401"
92,"16356574","愛萊汽車旅館有限公司","臺中市南區復興路二段一五五、一五五之一號一至二樓","",2600000,"0861231","1020430"
93,"16383398","軒革國際有限公司","臺中市西屯區大墩十九街62號2樓","",5000000,"0870217","1020412"
94,"16402228","尊閣有限公司","宜蘭縣宜蘭市孝廉里新興路169號1樓","",1000000,"0870316","1020403"
95,"16462034","長宏裝潢有限公司","高雄市大寮區永芳里鳳林三路609號1樓","",6000000,"0870723","1020408"
96,"16489821","金克力金屬工業有限公司","臺中市太平區永平路二段521巷50號1樓","",6000000,"0870430","1020408"
97,"16502372","鹿港施企業有限公司","彰化縣彰化市西興里中華西路29號","",2000000,"0870515","1020411"
98,"16509832","宙億實業股份有限公司","彰化縣和美鎮還社里彰新路4段388號","",8000000,"0870525","1020403"
99,"16511605","昌達興企業有限公司","臺南市東區大智里崇善十六街46號","",500000,"0870527","1020411"
100,"16630671","竣邦工程有限公司","臺北市信義區和平東路3段341巷52號4樓","",2000000,"0870928","1020423"
101,"16644653","歐利安精密工業股份有限公司","臺中市南區五權南路217號1樓","",1000000,"0870831","1020423"
102,"16650129","中芯國際資訊有限公司","臺中市西區土庫里忠明南路499號8樓","",30000000,"0870907","1020403"
103,"16690558","鴻昱實業有限公司","臺北市萬華區武成街80巷1號","",2000000,"0871105","1020429"
104,"16694816","盛礦工程股份有限公司","高雄市三民區鼎祥街60號1樓","",10000000,"0871111","1020426"
105,"16704595","京品消防工程顧問有限公司","桃園縣平鎮市北安里承德路83號","",1000000,"0871127","1020422"
106,"16705665","太豐貿易有限公司","彰化縣員林鎮源潭里源潭路四號","",2000000,"0871201","1020417"
107,"16706995","馥麟企業有限公司","新北市板橋區龍興街38號1樓","",1000000,"0871202","1020416"
108,"16715235","全聖興業有限公司","桃園縣龜山鄉坑底１號","",15000000,"0871217","1020408"
109,"16722496","晟洋實業有限公司","新北市板橋區民族路287巷9號","",2000000,"0871229","1020401"
110,"16759182","盛超機械有限公司","臺北市信義區永吉路120巷81弄8號2樓","",1000000,"0871029","1020401"
111,"16787672","聲勇資訊科技有限公司","臺北市中山區松江路43號7樓之1","",5000000,"0880219","1020415"
112,"16817514","錦秀服裝有限公司","高雄市三民區九如2路465號1樓","",5000000,"0881105","1020417"
113,"16829455","佳佳佳廣告工程有限公司","高雄市前鎮區崗山北街357號1樓","",1000000,"0890426","1020401"
114,"16835528","達昕投資股份有限公司","","",0,"0880201","1020415"
115,"16893667","永三太行有限公司","新北市中和區連城路347巷4弄34號1樓","",1000000,"0880416","1020403"
116,"16926914","長來企業有限公司","臺中市太平區長億里永安街110號1樓","",5000000,"0880527","1020412"
117,"16937222","蔚山實業有限公司","桃園縣中壢市新興里吳鳳三街5號4樓","",5000000,"0880609","1020409"
118,"16954967","玄聖國際事業有限公司","臺南市東區東興路三八九號","",5000000,"0880706","1020408"
119,"16955804","金活帖本舖有限公司","雲林縣斗六市三平里明德北路２段３６５號１樓","",1000000,"0880707","1020429"
120,"16958295","昱衡企業有限公司","新北市蘆洲區中路里和平路136號5樓","",1000000,"0880712","1020418"
