"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期","核准解散日期"
"1","00833284","伏崑機械工程有限公司","基隆市七堵區堵北里百七街101巷20號1樓","","25600000","0700511","1040213"
"2","01506800","虂比實業有限公司","新竹市大庄里瑞光街一四八號","","5000000","0740730","1040216"
"3","01886421","荃盛實業股份有限公司","新北市樹林區西圳街1段113號","","10800000","0741029","1040205"
"4","02682157","和生工業有限公司","桃園市平鎮區新榮里榮興街93號1樓","","5000000","0741024","1040204"
"5","04863437","六六興印刷業有限公司","臺北市大安區和平東路1段200號11樓","","3000000","0650813","1040217"
"6","06373982","聯德汽車股份有限公司","","","0","0740805","1040224"
"7","07107323","永崇貿易股份有限公司","臺北市大同區延平北路2段247巷9號3樓","","8000000","0590718","1040209"
"8","07246752","長裕五金有限公司","臺北市大同區民樂街28號","","3000000","0760613","1040211"
"9","07600535","聯暉企業有限公司","臺北市大同區迪化街1段66號","","5000000","0691010","1040225"
"10","07674661","六形實業股份有限公司","臺北市中正區忠孝東路2段38號1樓","","5000000","0701019","1040204"
"11","12633254","盈活生物科技股份有限公司","新北市汐止區新台五路一段七五號一七樓之四","","10000000","0891013","1040212"
"12","12676675","維科圖書有限公司","新北市中和區板南路492號4樓之5","","5000000","0891228","1040226"
"13","12681699","日拓股份有限公司","臺北市中山區新生北路3段7號9樓","","1000000","0900118","1040225"
"14","12689643","威智文化科技出版有限公司","臺北市士林區重慶北路4段79號5樓之1","","3000000","0900226","1040226"
"15","12715924","奕成通訊有限公司","南投縣竹山鎮竹山里集山路3段852號","","4500000","0891206","1040211"
"16","12808520","有聯工程有限公司","臺中市太平區新興路35巷22弄22號4樓","","1000000","0900523","1040224"
"17","12881599","歐仕德企業有限公司","新北市樹林區寶園街6號","","5000000","0900810","1040213"
"18","12883506","晉瑒精密工業有限公司","新北市樹林區三俊街113號","","3000000","0900814","1040204"
"19","12899991","合慶益企業有限公司","高雄市三民區寶興里建興路99巷廿弄5號2樓","","1000000","0900914","1040206"
"20","12919080","泰伸食品企業股份有限公司","新北市土城區金安街3號","","10000000","0901029","1040204"
"21","12921993","成都鞋業有限公司","臺中市神岡區社南里中山路六六七巷三一號","","1000000","0901102","1040212"
"22","12924289","聯新清潔企業有限公司","臺中市大肚區新興里沙田路二段132巷3弄46號2樓","","10000000","0901107","1040203"
"23","12934239","比比火製作有限公司","臺北市松山區光復北路11巷46號12樓","","500000","0900731","1040216"
"24","12981443","友強企業有限公司","新竹縣竹北市中正西路204巷1弄1號","","5000000","0901122","1040212"
"25","12983759","天牒機械有限公司","臺中市神岡區神洲里豐洲路698號","","19000000","0901128","1040203"
"26","13038373","劭霖有限公司","新北市新莊區福營里中正路657之8號6樓","","520000","0910307","1040206"
"27","13069229","元貫有限公司","臺中市北區太原路二段16巷23號1樓","","3000000","0910417","1040213"
"28","13084024","立得系統整合有限公司","桃園市桃園區正康三街227號4樓","","510000","0910201","1040216"
"29","13084586","全好國際股份有限公司","新北市新莊區思源路38號9樓　","","5000000","0910204","1040209"
"30","13085939","來呈實業有限公司","臺北市大安區忠孝東路4段270號4樓","","1000000","0910207","1040211"
"31","13131011","怡富資產管理顧問股份有限公司","臺北市信義區基隆路1段182號7樓","","4000000","0910624","1040213"
"32","13141524","清杏股份有限公司","臺北市中正區林森南路43號2樓","","3750000","0910723","1040225"
"33","13146577","啟阜國際貿易股份有限公司","高雄市苓雅區四維4路190號5樓之2","","10000000","0900419","1040205"
"34","13157721","合鴻企業管理顧問有限公司","高雄市小港區維安街48巷16號1樓","","500000","0901017","1040202"
"35","13166952","竣浤有限公司","高雄市左營區新上里安吉街242之4號10樓","","1000000","0910305","1040216"
"36","14011909","守富保險經紀人股份有限公司","臺北市信義區松山路130號9樓之1","","6000000","0631210","1040204"
"37","14050923","謙信氣體有限公司","新北市蘆洲區中原路12巷19號2樓","","2000000","0641224","1040206"
"38","16050899","美倡企業有限公司","新竹市磐石里西大路七八○巷三七號","","5000000","0860630","1040203"
"39","16120277","詮豐資訊有限公司","高雄市三民區天祥一路125巷62號1樓","","1000000","0861126","1040212"
"40","16146760","青蔥福記有限公司","臺北市大安區忠孝東路4段295號3樓","","1000000","0860815","1040205"
"41","16157055","慈聯企業股份有限公司","臺北市大安區羅斯福路2段91號4樓","","20000000","0881020","1040205"
"42","16170992","凱行有限公司","臺北市士林區忠誠路1段106號1樓","","1000000","0861027","1040206"
"43","16234898","誼鑫印刷有限公司","新北市新莊區瓊林南路218號4樓","","1000000","0861004","1040210"
"44","16256891","季樺有限公司","新北市板橋區貴興路四一號三樓","","1000000","0861030","1040206"
"45","16301761","子午影片製作有限公司","臺北市信義區基隆路2段91號11樓之5","","5000000","0870126","1040210"
"46","16306581","史丹佛國際興業有限公司","臺北市松山區南京東路5段64號7樓","","1500000","0870219","1040203"
"47","16347366","金邑成有限公司","嘉義縣水上鄉柳林村柳子林1422號","","1000000","0861219","1040204"
"48","16379211","台日興五金有限公司","臺中市南區復興路三段109-3號1樓","","2000000","0870210","1040225"
"49","16393430","康樂福企業有限公司","臺南市永康區五王里中華二路206巷68弄41號2樓","","1000000","0870303","1040202"
"50","16428281","郁勝食品股份有限公司","臺中市烏日區烏日區前竹里中山路1段219號1樓","","5000000","0870416","1040203"
