"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期","核准解散日期"
"1","01517594","立凱企業有限公司","新北市新店區安祥路一０六之七號","","7000000","0741229","1040112"
"2","03152402","正龍有限公司","臺北市松山區復興北路141巷6弄17號1樓","","2000000","0520413","1040107"
"3","03373313","偉進企業股份有限公司","臺北市萬華區忠孝西路2段34號","","5000000","0610221","1040105"
"4","04233163","鑫立企業有限公司","臺北市大安區忠孝東路3段217巷3弄17-1號2樓","","15000000","0631106","1040123"
"5","04493239","隆宇貿易股份有限公司","臺北市萬華區內江街70號1樓","","1000000","0690409","1040106"
"6","04533149","協邦企業有限公司","臺北市萬華區和平西路3段290之7號2Ｆ","","5000000","0620926","1040105"
"7","04558921","成都大飯店股份有限公司","臺北市萬華區成都路115號","","18000000","0630920","1040109"
"8","04820888","金菓股份有限公司","臺北市內湖區新明路380巷4弄19號1樓","","2000000","0701121","1040114"
"9","04875378","慕鴻國際貿易有限公司","臺北市文山區試院路144巷4弄7號3樓","","5000000","0670704","1040105"
"10","04883927","堃正實業有限公司","臺中市南屯區文心南五路350巷29號1樓","","2000000","0680911","1031231"
"11","05006600","權威文具印刷有限公司","臺北市萬華區興義街75號3樓","","5650000","0680710","1040108"
"12","05093597","漢笙股份有限公司","臺北市松山區南京東路3段256巷20弄8號6樓","","6000000","0700616","1040106"
"13","05152429","萬盛出版有限公司","新北市新店區寶橋路235巷6弄6號","","10000000","0700612","1040106"
"14","05407062","仕誠有限公司","臺北市中山區復興北路460號3樓之1","","1200000","0720830","1040112"
"15","05420142","錦仁電子股份有限公司","臺北市內湖區康寧路3段189巷11弄3號1樓","","5000000","0730929","1040109"
"16","05633834","台州實業股份有限公司","臺北市中山區中山北路3段26號9樓","","5000000","0730825","1040127"
"17","05719261","浩建企業有限公司","臺北市大安區信義路2段86巷11號1樓","","5000000","0740508","1040115"
"18","05838512","健銘印刷廠股份有限公司","臺中市太平區大興二十一街一五五號","","1500000","0741223","1040112"
"19","07836223","益穎企業股份有限公司","高雄市橋頭區橋頭里樹德路216號","","7000000","0740712","1040114"
"20","09422966","瑞焜企業有限公司","臺北市大安區和平東路2段118巷52弄15之1號2樓","","5000000","0720913","1040116"
"21","09467581","馬球股份有限公司","臺北市松山區南京東路3段346號3樓","","59800000","0740126","1040112"
"22","09488880","彥洋股份有限公司","臺北市中山區長安東路2段173號2樓","","7500000","0740830","1040113"
"23","09490936","傑特股份有限公司","臺北市中正區新生南路1段138之1號1樓","","10000000","0740927","1040108"
"24","11015183","大石企業有限公司","臺北市大同區華亭街21號1樓","","2500000","0580623","1040113"
"25","12182477","常青彩色印刷有限公司","臺北市內湖區內湖路1段91巷23弄4號1樓","","3300000","0670414","1040127"
"26","12234279","實全貿易有限公司","臺北市松山區基隆路1段432號11樓1100室","","5000000","0680705","1040121"
"27","12290004","蓓依國際有限公司","臺北市大安區和平東路1段77號12樓之1","","6000000","0731011","1040116"
"28","12332551","大與企業股份有限公司","臺北市大安區辛亥路2段135號4樓","","20000000","0700603","1040121"
"29","12354175","山水閣有限公司","","","0","0701029","1040130"
"30","12375018","積耀股份有限公司","桃園市蘆竹區南崁路二段66之6號","","5000000","0710409","1040113"
"31","12387350","慶天閣有限公司","","","0","0710528","1040130"
"32","12418446","協美大旅社股份有限公司","","","0","0720117","1040130"
"33","12433586","億貫貿易股份有限公司","嘉義市西區福民里福州一街54號","","40000000","0720418","1040109"
"34","12609872","大復開發企業有限公司","臺北市士林區天母東路28號8樓","","1000000","0890901","1040119"
"35","12611202","春長不動產仲介經紀有限公司","新北市板橋區忠孝路95號1樓","","1000000","0890904","1040121"
"36","12629929","群毅開發工程有限公司","臺中市西屯區何德里西屯路二段90之13號1樓","","1000000","0891005","1040106"
"37","12635014","一筑企業有限公司","新北市樹林區中山路二段一五一巷六弄一五號一樓","","1000000","0891016","1040116"
"38","12638217","晟蜂興業有限公司","新北市樹林區八德街1060號1樓","","1000000","0891020","1040107"
"39","12639790","弘鉅工程有限公司","苗栗縣頭屋鄉獅潭村一一鄰一七之一六號","","3000000","0891023","1040128"
"40","12641326","昶崴企業有限公司","新北市蘆洲區長安街46巷4號2樓","","5000000","0891025","1040108"
"41","12661357","華登亞太投資股份有限公司","臺北市大安區敦化南路2段76號18樓之2","","1000000","0891102","1040107"
"42","12691660","華特威實業有限公司","臺北市大安區仁愛路4段147號2樓","","1000000","0900306","1040106"
"43","12700422","圳勝有限公司","新竹縣竹北市斗崙里光明九路一五○巷九號一○樓","","1000000","0891109","1040112"
"44","12700703","詠珍食品有限公司","桃園市桃園區北門里北華街60號1樓","","5000000","0891109","1040105"
"45","12724000","聖松國際有限公司","高雄市建工路638號2樓","","500000","0891219","1031231"
"46","12728152","銘量企業有限公司","新北市三重區力行路2段9巷29號3樓","","1000000","0891227","1040126"
"47","12731895","均樺有限公司","苗栗縣竹南鎮崎頂里仁愛路二二０一巷五弄一二號","","3000000","0900104","1031231"
"48","12758134","碁邦科技有限公司","新北市板橋區民治街51巷15號1樓","","5400000","0900305","1040107"
"49","12774401","高信有限公司","新北市三重區仁愛街一七○號四樓","","1000000","0900329","1040107"
"50","12775582","士貿印刷有限公司","臺中市大里區大元里元堤路１段１０３８號１樓","","1000000","0900330","1040130"
"51","12802259","擎宇實業有限公司","新北市新店區北宜路二段二六五巷一九號","","10000000","0900514","1040106"
"52","12804778","水舞實業有限公司","臺中市西區民龍里公益路二○號一樓　","","21000000","0900517","1031231"
"53","12810510","毓嘉科技股份有限公司","臺中市豐原區圓環東路281巷18弄4號1樓","","5000000","0900528","1040105"
"54","12844722","新紀峰事業股份有限公司","臺中市南屯區大同里大墩五街96號1樓","","5000000","0900727","1040106"
"55","12860594","頂閎股份有限公司","臺中市梧棲區頂寮里四維路71巷2號6樓之7","","20000000","0900503","1040129"
"56","12899726","展營耀企業有限公司","臺中市豐原區中山路九八號","","10000000","0900914","1040105"
"57","12906753","富山有限公司","臺中市北區錦祥里北屯路14號5樓之19","","5000000","0901003","1040116"
"58","12907009","客至電子有限公司","桃園市中壢區三光路144號5樓","","2000000","0901003","1040115"
"59","12917983","文智環保科技有限公司","臺中市南區樹德里大慶街二段11-51號1樓","","5000000","0901025","1031231"
"60","12922022","睿驊有限公司","基隆市中山區中華路127之3號4樓","","500000","0901102","1040122"
"61","12963395","新唐人國際文化事業有限公司","臺北市信義區和平東路3段235號1樓","","2500000","0901130","1040109"
"62","12971439","依蝶兒美容有限公司","臺北市大安區安和路1段137號2樓","羅詠茵","500000","0901225","1040112"
"63","12974392","宏展興業有限公司","新北市土城區金城路1段2號2樓","","1000000","0910104","1040106"
"64","12976552","新聯智廣告股份有限公司","臺北市大安區敦化南路2段95號3樓","","10000000","0910110","1040112"
"65","12997509","韋荏工程有限公司","新北市永和區福和里永利路4巷5號　","","1200000","0901224","1040119"
"66","13017285","愷藝企業有限公司","臺南市安南區頂安里安中路一段222－2號","","1000000","0910125","1040123"
"67","13023646","豪景泰設計開發有限公司","新北市林口區東勢里麗園一街11巷9號11樓之3","","5000000","0910205","1040122"
